rcid,company,factset_entity_id,clean_company,Matched_Excel_Company_ID
866555,"Computer Programs & Systems, Inc.",003TCK-E,computer programs systems inc,IQ2146380
919186,"eHealth, Inc.",0086T9-E,ehealth inc,IQ27933
119087,"Cirrus Logic, Inc.",000DS3-E,cirrus logic inc,IQ26515
1255113,"Shake Shack, Inc.",00GJ4D-E,shake shack inc,IQ228987805
781189,"Saia, Inc.",06HQZB-E,saia inc,IQ3079228
75236,"M/I Homes, Inc.",000PBR-E,mi homes inc,IQ328190
291043,"BioCryst Pharmaceuticals, Inc.",000CVC-E,biocryst pharmaceuticals inc,IQ25594
292869,"Sensus Healthcare, Inc.",00CNZW-E,sensus healthcare inc,IQ111912919
924772,"Duck Creek Technologies, Inc.",0MMPD6-E,duck creek technologies inc,IQ7942916
22228113,"Premier, Inc. (North Carolina)",0D9NKC-E,premier inc,IQ530223755
20924440,"Smith & Wesson Brands, Inc.",002RJK-E,smith wesson brands inc,IQ414079
1286178,"Inari Medical, Inc.",0DRK4T-E,inari medical inc,IQ140993984
517282,"AudioEye, Inc.",0088DL-E,audioeye inc,IQ33094830
912348,Exxon Mobil Corp.,002Q0G-E,exxon mobil corp,IQ406338
891660,Callaway Golf Co.,000D7S-E,callaway golf co,IQ25981
1212650,"Air Transport Services Group, Inc.",071X8W-E,air transport services group inc,IQ3545047
300370,Synchrony Financial,0DMFBQ-E,synchrony financial,IQ260334235
14274,"Asure Software, Inc.",0011FM-E,asure software inc,IQ36427
1358186,"Navidea Biopharmaceuticals, Inc.",000R5C-E,navidea biopharmaceuticals inc,IQ326954
1155008,Newtek Business Services Corp.,00308Y-E,newtek business services corp,IQ142907140
382720,"Arrow Electronics, Inc.",000C9V-E,arrow electronics inc,IQ252150
468841,"ICU Medical, Inc.",000LXY-E,icu medical inc,IQ317440
1271407,Cognex Corp.,000DX7-E,cognex corp,IQ26658
563813,"Rambus, Inc.",001LXS-E,rambus inc,IQ33604
623259,"Iteris, Inc.",060J6T-E,iteris inc,IQ293414
925463,"TrueCar, Inc.",07G3RZ-E,truecar inc,IQ48852476
639377,"Henry Schein, Inc.",00148F-E,henry schein inc,IQ339447
516698,"LendingTree, Inc.",00B740-E,lendingtree inc,IQ91183
1425861,"Constant Contact, Inc.",064NCC-E,constant contact inc,IQ107001
841424,Glatfelter Corp.,000L27-E,glatfelter corp,IQ275400
134364,McGrath RentCorp,000PLY-E,mcgrath rentcorp,IQ286976
586388,"Oragenics, Inc.",0043MF-E,oragenics inc,IQ774436
110490,"CarMax, Inc.",003TXQ-E,carmax inc,IQ356805
7969203,"Wayfair, Inc.",00G8SJ-E,wayfair inc,IQ30663855
22260241,"NexTier Oilfield Solutions, Inc.",0LKXD0-E,nextier oilfield solutions inc,IQ235432682
1187789,"Skechers U.S.A., Inc.",00255B-E,skechers usa inc,IQ399462
1481519,"Energy Recovery, Inc.",009FPD-E,energy recovery inc,IQ42952210
21017277,"Lindblad Expeditions Holdings, Inc.",0FL0RD-E,lindblad expeditions holdings inc,IQ4317696
1414577,Roblox Corp.,006T63-E,roblox corp,IQ32789865
305293,"fuboTV, Inc.",00CG0Y-E,fubotv inc,IQ116393456
666705,"Silicon Laboratories, Inc.",002RHJ-E,silicon laboratories inc,IQ34345
1061141,"Zoetis, Inc.",05W76S-E,zoetis inc,IQ215548781
1208016,UMB Financial Corp.,000Y0T-E,umb financial corp,IQ310364
6825,"Sturm, Ruger & Co., Inc.",000X19-E,sturm ruger co inc,IQ305647
317822,"EverQuote, Inc.",0C2M07-E,everquote inc,IQ182093966
239196,"Qualys, Inc.",0057L6-E,qualys inc,IQ125618
949784,"Microchip Technology, Inc.",000PZP-E,microchip technology inc,IQ31500
945567,Lattice Semiconductor Corp.,000P0H-E,lattice semiconductor corp,IQ284137
949998,"CACI International, Inc.",000D66-E,caci international inc,IQ93425
973377,"Movado Group, Inc.",0016GS-E,movado group inc,IQ330762
1363321,"GoHealth, Inc.",0MH7VQ-E,gohealth inc,IQ23302409
68833,"Innodata, Inc.",0019ZG-E,innodata inc,IQ330019
1096535,H.B. Fuller Co.,000KT8-E,hb fuller co,IQ273981
789230,APA Corp.,0NG9QC-E,apa corp,IQ169838
199925,"Mannatech, Inc.",0021N7-E,mannatech inc,IQ397326
584818,"Dropbox, Inc.",081V7W-E,dropbox inc,IQ49093148
1015508,Nordson Corp.,000RCZ-E,nordson corp,IQ143614
244817,"Mercury Systems, Inc.",001VLJ-E,mercury systems inc,IQ376921
532069,Briggs & Stratton Corp.,000D1N-E,briggs stratton corp,IQ256523
841220,"Vishay Precision Group, Inc.",0889LB-E,vishay precision group inc,IQ78966924
1014538,"ORBCOMM, Inc.",0647CC-E,orbcomm inc,IQ896851
497447,Vicor Corp.,000YJQ-E,vicor corp,IQ311959
280930,Aramark (280930),06V4FD-E,aramark,IQ1004106
925445,Clarivate Plc,0KZ38W-E,clarivate plc,IQ373723538
982203,Lincoln National Corp.,000P5T-E,lincoln national corp,IQ867423
980704,"Myriad Genetics, Inc.",001D3K-E,myriad genetics inc,IQ31822
735371,Signet Jewelers Ltd.,07D16M-E,signet jewelers ltd,IQ693964
400257,"BorgWarner, Inc.",000CZ5-E,borgwarner inc,IQ25708
22238486,"loanDepot, Inc.",0FT73Z-E,loandepot inc,IQ83967523
1353141,Dollar General Corp.,000HM8-E,dollar general corp,IQ266974
1186313,"Societal CDMO, Inc.",07BKS2-E,societal cdmo inc,
22237708,"Xtant Medical Holdings, Inc.",0FNZFT-E,xtant medical holdings inc,IQ11129226
136615,"LogicMark, Inc.",00FB5H-E,logicmark inc,
20928147,"PROS Holdings, Inc.",00957R-E,pros holdings inc,IQ33593027
209950,Ocwen Financial Corp.,0016WP-E,ocwen financial corp,IQ350748
57610,Terex Corp.,000XNL-E,terex corp,IQ307982
1131032,"Align Technology, Inc.",0032VQ-E,align technology inc,IQ24568
333684,Graham Holdings Co.,000YPP-E,graham holdings co,IQ91675
20930385,Evoqua Water Technologies Corp.,00G27M-E,evoqua water technologies corp,IQ262017696
516601,"Emergent BioSolutions, Inc.",0643X2-E,emergent biosolutions inc,IQ13627017
765883,"First Foundation, Inc.",0B09XC-E,first foundation inc,IQ82388385
293021,Carpenter Technology Corp.,000DDH-E,carpenter technology corp,IQ258937
383532,"NextGen Healthcare, Inc.",000V6D-E,nextgen healthcare inc,IQ186373
1340601,Markel Corp.,000PGJ-E,markel corp,IQ286393
777168,"Lowe's Cos., Inc.",000P9L-E,lowes cos inc,
823308,CorVel Corp.,000F9S-E,corvel corp,IQ273312
20928263,Ss&C LLC,009C1N-E,ssc,IQ114589764
15046,"Heron Therapeutics, Inc.",000BKB-E,heron therapeutics inc,IQ24366
487213,"HealthStream, Inc.",002NJ2-E,healthstream inc,IQ90442
7436,"Nautilus, Inc.",05HX7T-E,nautilus inc,IQ399071
512022,"Shockwave Medical, Inc.",0DKCKK-E,shockwave medical inc,IQ254732700
169544,"Dominion Energy, Inc.",000HMG-E,dominion energy inc,IQ267105
437269,Integra LifeSciences Holdings Corp.,0011X7-E,integra lifesciences holdings corp,IQ30012
240707,"CleanSpark, Inc.",00BL9Z-E,cleanspark inc,IQ50979342
1230770,Accenture Plc,00C5YS-E,accenture plc,IQ972190
913473,"Bio-Rad Laboratories, Inc.",000CV4-E,biorad laboratories inc,IQ255743
599599,"Iridium Communications, Inc.",0858SK-E,iridium communications inc,IQ702261
233402,"Avis Budget Group, Inc.",000FFL-E,avis budget group inc,IQ26268
22150631,"Benefitfocus, Inc.",00FN6X-E,benefitfocus inc,IQ7664925
850271,"Nephros, Inc.",0043W1-E,nephros inc,IQ3661033
245798,"Commvault Systems, Inc.",05TGZC-E,commvault systems inc,IQ26789
7963541,"Texas Capital Bancshares, Inc.",002XNG-E,texas capital bancshares inc,IQ155031
571704,"Pinnacle Financial Partners, Inc.",002YFC-E,pinnacle financial partners inc,IQ527694
741239,"OpGen, Inc.",005ZCD-E,opgen inc,IQ1250448
234211,"EVERTEC, Inc.",0CP3MG-E,evertec inc,IQ228070761
1121881,"Pure Storage, Inc.",0B9DTB-E,pure storage inc,IQ111528632
746747,"Asensus Surgical, Inc.",0DGV6L-E,asensus surgical inc,IQ40983088
287155,"Syneos Health, Inc.",0HVK11-E,syneos health inc,IQ274031831
493259,"Inogen, Inc.",005ZP1-E,inogen inc,IQ7701753
22142648,The Sherwin-Williams Co.,000WF5-E,the sherwinwilliams co,IQ303104
513460,Procter & Gamble Co.,000TRY-E,procter gamble co,IQ33328
1315467,"Prudential Financial, Inc.",00371D-E,prudential financial inc,IQ1038328
1122234,Bristol Myers Squibb Co.,000D1R-E,bristol myers squibb co,
1084896,Stratasys Ltd.,0CWG9C-E,stratasys ltd,IQ34839
856372,F.N.B. Corp. (Pennsylvania),000KM3-E,fnb corp,IQ205131
22145277,Magellan Midstream Partners LP,0032HQ-E,magellan midstream partners lp,IQ956269
290866,"Blackbaud, Inc.",005JC3-E,blackbaud inc,IQ97706
454021,"ThermoGenesis Holdings, Inc.",000Z9G-E,thermogenesis holdings inc,IQ35517
1244001,"Equifax, Inc.",000J81-E,equifax inc,IQ175749
22143408,"Universal Insurance Holdings, Inc.",0018XB-E,universal insurance holdings inc,IQ323883
955056,Six Flags Entertainment Corp.,09R3D9-E,six flags entertainment corp,IQ435998
104010,Freelancer Ltd.,0011MT-E,freelancer ltd,
421002,"Gartner, Inc.",00118W-E,gartner inc,IQ130705
806964,"Avid Bioservices, Inc.",000XKZ-E,avid bioservices inc,IQ189510
790988,Travelzoo Inc.,0034V8-E,travelzoo inc,IQ2929220
574218,"HomeStreet, Inc.",064Q58-E,homestreet inc,IQ131856421
366870,"Ecolab, Inc.",000HXM-E,ecolab inc,IQ268799
491397,"XPO Logistics, Inc.",06GPGV-E,xpo logistics inc,IQ3181355
1047983,"Caterpillar, Inc.",000DFY-E,caterpillar inc,IQ259378
1101646,SiTime Corp.,06HLXP-E,sitime corp,IQ23813923
22148838,"Allison Transmission Holdings, Inc.",009L9L-E,allison transmission holdings inc,IQ13529856
1041579,Turtle Beach Corp.,00CNHS-E,turtle beach corp,IQ851282
21040896,"Virgin Galactic Holdings, Inc.",0LKLS8-E,virgin galactic holdings inc,IQ25116311
1349806,"Vail Resorts, Inc.",0018DX-E,vail resorts inc,IQ36122
1104462,"Mastech Digital, Inc.",00B8Z7-E,mastech digital inc,IQ45821899
20929792,"U.S. Silica Holdings, Inc.",00DC0M-E,us silica holdings inc,IQ137649125
247201,The Toro Co.,000XSP-E,the toro co,IQ190268
350953,Microsoft Corp.,000Q07-E,microsoft corp,IQ21835
1185745,"Signature Bank (New York, New York)",05WQZB-E,signature bank,IQ913010
452508,"MGP Ingredients, Inc.",0C9SZX-E,mgp ingredients inc,IQ288133
22239340,"Senseonics Holdings, Inc.",0FYZXV-E,senseonics holdings inc,IQ34205
1037268,"Ambarella, Inc.",0068TJ-E,ambarella inc,IQ22816801
392647,Primo Water Corp.,000F9Z-E,primo water corp,IQ27111
22144498,"Domino's Pizza, Inc.",002F57-E,dominos pizza inc,IQ3132512
759114,"Mission Produce, Inc.",07CMGS-E,mission produce inc,IQ153986005
241592,Nevro Corp.,06THXX-E,nevro corp,IQ30485592
22144872,"Alaska Communications Systems Group, Inc.",002P04-E,alaska communications systems group inc,IQ413831
187339,"American Eagle Outfitters, Inc.",0013HM-E,american eagle outfitters inc,IQ332273
399505,"Cardlytics, Inc.",07NK44-E,cardlytics inc,IQ61344787
964036,"XPEL, Inc.",006494-E,xpel inc,IQ10945567
22142569,"The PNC Financial Services Group, Inc.",000TJ9-E,the pnc financial services group inc,IQ294585
587582,"Envestnet, Inc.",09YDML-E,envestnet inc,IQ100058833
546509,IDEX Corp.,000LY4-E,idex corp,IQ29728
280940,WidePoint Corp.,001Q4H-E,widepoint corp,IQ383873
494864,Playa Hotels & Resorts NV,0GQHX8-E,playa hotels resorts nv,IQ243462075
771654,"TELA Bio, Inc.",00F7CN-E,tela bio inc,IQ225019977
1133445,"Walgreens Boots Alliance, Inc.",0DVRCL-E,walgreens boots alliance inc,IQ93624
1270063,"Motorola Solutions, Inc.",0BC4VB-E,motorola solutions inc,IQ99186
650332,"Impinj, Inc.",0635TB-E,impinj inc,IQ427445
1129530,"Yield10 Bioscience, Inc.",005RFL-E,yield10 bioscience inc,IQ4282854
679645,Kopin Corp.,0014MK-E,kopin corp,IQ30594
642378,Lennar Corp.,001W7N-E,lennar corp,IQ30763
